'010110020500','01','01','1002','05','00','TOURIST STANDARD','TOURIST STANDARD','TOURIST STANDARD','TOURIST STANDARD',4,50,'','','','2009-06-29 00:00:00',0,'0000-00-00 00:00:00'
'010110020505','01','01','1002','05','05','TOURIST STANDARD','TOURIST STANDARD','TOURIST STANDARD','TOURIST STANDARD',5,50,'','','','2009-06-29 00:00:00',0,'0000-00-00 00:00:00'
'010110020570','01','01','1002','05','70','DIVERSE','DIVERS','ALTRI','DIVERSE',5,50,'','','','2009-06-29 00:00:00',0,'0000-00-00 00:00:00'
'010110021000','01','01','1002','10','00','TOURIST SPEZIAL','TOURIST SPECIAL','TOURIST SPECIALE','TOURIST SPEZIAL',4,50,'','','','2009-06-29 00:00:00',0,'0000-00-00 00:00:00'
'010110021005','01','01','1002','10','05','TOURIST SPEZIAL','TOURIST SPECIAL','TOURIST SPECIALE','TOURIST SPEZIAL',5,50,'','','','2009-06-29 00:00:00',0,'0000-00-00 00:00:00'
'010110021070','01','01','1002','10','70','DIVERSE','DIVERS','ALTRI','DIVERSE',5,50,'','','','2009-06-29 00:00:00',0,'0000-00-00 00:00:00'
'010110021500','01','01','1002','15','00','MOHRENKOEPFE','TETES DE NEGRES','TESTE DI MORO','MOHRENKOEPFE',4,50,'','','','2009-06-29 00:00:00',0,'0000-00-00 00:00:00'
'010110021505','01','01','1002','15','05','MOHRENKOEPFE','TETES DE NEGRES','TESTE DI MORO','MOHRENKOEPFE',5,50,'','','','2009-06-29 00:00:00',0,'0000-00-00 00:00:00'
'010110022000','01','01','1002','20','00','KINDER FERRERO','KINDER FERRERO','KINDER FERRERO','KINDER FERRERO',4,50,'','','','2009-06-29 00:00:00',0,'0000-00-00 00:00:00'
'010110022005','01','01','1002','20','05','KINDER FERRERO','KINDER FERRERO','KINDER FERRERO','KINDER FERRERO',5,50,'','','','2009-06-29 00:00:00',0,'0000-00-00 00:00:00'
'010110023000','01','01','1002','30','00','EVENTS','EVENTS','EVENTS','EVENTS',4,30,'','','N','2003-10-16 00:00:00',0,'0000-00-00 00:00:00'
'010110023005','01','01','1002','30','05','KIDS','KIDS','KIDS','KIDS',5,30,'','','N','2003-10-16 00:00:00',0,'0000-00-00 00:00:00'
'010110023010','01','01','1002','30','10','VALENTIN / MUTTERTAG','VALENTIN / FETE DES MERES','VALENTIN/FESTA DELLA MAMA','VALENT. DAY / MOTH. DAY',5,30,'','','N','2005-05-27 00:00:00',0,'0000-00-00 00:00:00'
'010110023015','01','01','1002','30','15','MAIKAEFER','HANNETON','MAGGIOLINO','MAY-BUG',5,30,'','','N','2005-05-27 00:00:00',0,'0000-00-00 00:00:00'
'010110023020','01','01','1002','30','20','HERBSTARTIKEL','ARTICLE D AUTOMNE','ARTICOLI D AUTUNNO','AUTUMN GOODS',5,30,'','','N','2005-05-27 00:00:00',0,'0000-00-00 00:00:00'
'010110030000','01','01','1003','00','00','PRALINES','PRALINES','PRALINE','PRALINES',3,30,'','','J','2003-10-14 00:00:00',0,'0000-00-00 00:00:00'
'010110030500','01','01','1003','05','00','PRALINES ASSORTIERT','PRALINES ASSORTIS','PRALINE ASSORTITI','ASSORTED PRALINES',4,40,'','','','2012-08-24 00:00:00',0,'0000-00-00 00:00:00'
'010110030505','01','01','1003','05','05','PRALINES ASSORTIERT','PRALINES ASSORTIS','PRALINE ASSORTITE','ASSORTED PRALINES',5,40,'','','','2012-08-24 00:00:00',0,'0000-00-00 00:00:00'
'010110030600','01','01','1003','06','00','KUGELN','BOULES','PALLINE','BOWLES',4,30,'','','J','2012-03-27 00:00:00',0,'0000-00-00 00:00:00'
'010110030605','01','01','1003','06','05','M CLASSIC','M CLASSIC','M CLASSIC','M CLASSIC',5,30,'','','J','2012-03-27 00:00:00',0,'0000-00-00 00:00:00'
'010110030610','01','01','1003','06','10','STANDARD','STANDARD','STANDARD','STANDARD',5,30,'','','J','2012-03-27 00:00:00',0,'0000-00-00 00:00:00'
'010110030615','01','01','1003','06','15','SUPREME','SUPREME','SUPREME','SUPREME',5,30,'','','J','2012-03-27 00:00:00',0,'0000-00-00 00:00:00'
'010110030620','01','01','1003','06','20','DIVERS','DIVERS','DIVERSI','DIVERS',5,30,'','','J','2012-03-27 00:00:00',0,'0000-00-00 00:00:00'
'010110031000','01','01','1003','10','00','TRUFFES','TRUFFES','TARTUFI','TRUFFLES',4,40,'','','','2012-08-22 00:00:00',0,'0000-00-00 00:00:00'
'010110031005','01','01','1003','10','05','TRUFFES','TRUFFES','TARTUFI','TRUFFLES',5,40,'','','','2012-08-22 00:00:00',0,'0000-00-00 00:00:00'
'010110031100','01','01','1003','11','00','PRALINEN ASSORTIERT','PRALINES ASSORTIS','PRALINE ASSORTITI','PRALINE MIXED',4,30,'','','J','2012-03-27 00:00:00',0,'0000-00-00 00:00:00'
'010110031105','01','01','1003','11','05','PRESTIGE','PRESTIGE','PRESTIGE','PRESTIGE',5,30,'','','J','2012-03-27 00:00:00',0,'0000-00-00 00:00:00'
'010110031110','01','01','1003','11','10','PRALINES DU CONFISUER','PRALINES DU CONFISUER','PRALINES DU CONFISUER','PRALINES DU CONFISUER',5,30,'','','J','2012-03-27 00:00:00',0,'0000-00-00 00:00:00'
